curve,epsilon,n,snr_db,rate_bits
Shannon capacity,1e-06,500,-4,0.241737
Shannon capacity,1e-06,500,-3.36842,0.273194
Shannon capacity,1e-06,500,-2.73684,0.307941
Shannon capacity,1e-06,500,-2.10526,0.346146
Shannon capacity,1e-06,500,-1.47368,0.387946
Shannon capacity,1e-06,500,-0.842105,0.43345
Shannon capacity,1e-06,500,-0.210526,0.482728
Shannon capacity,1e-06,500,0.421053,0.535815
Shannon capacity,1e-06,500,1.05263,0.592703
Shannon capacity,1e-06,500,1.68421,0.653347
Shannon capacity,1e-06,500,2.31579,0.717662
Shannon capacity,1e-06,500,2.94737,0.78553
Shannon capacity,1e-06,500,3.57895,0.856802
Shannon capacity,1e-06,500,4.21053,0.931305
Shannon capacity,1e-06,500,4.84211,1.00885
Shannon capacity,1e-06,500,5.47368,1.08923
Shannon capacity,1e-06,500,6.10526,1.17224
Shannon capacity,1e-06,500,6.73684,1.25765
Shannon capacity,1e-06,500,7.36842,1.34528
Shannon capacity,1e-06,500,8,1.43489
NCT converse (ours),1e-06,500,-4,0.120774
NCT converse (ours),1e-06,500,-3.36842,0.144959
NCT converse (ours),1e-06,500,-2.73684,0.172622
NCT converse (ours),1e-06,500,-2.10526,0.204005
NCT converse (ours),1e-06,500,-1.47368,0.239319
NCT converse (ours),1e-06,500,-0.842105,0.278734
NCT converse (ours),1e-06,500,-0.210526,0.322373
NCT converse (ours),1e-06,500,0.421053,0.370307
NCT converse (ours),1e-06,500,1.05263,0.422551
NCT converse (ours),1e-06,500,1.68421,0.479064
NCT converse (ours),1e-06,500,2.31579,0.539752
NCT converse (ours),1e-06,500,2.94737,0.604475
NCT converse (ours),1e-06,500,3.57895,0.673052
NCT converse (ours),1e-06,500,4.21053,0.745271
NCT converse (ours),1e-06,500,4.84211,0.820894
NCT converse (ours),1e-06,500,5.47368,0.899674
NCT converse (ours),1e-06,500,6.10526,0.981352
NCT converse (ours),1e-06,500,6.73684,1.06567
NCT converse (ours),1e-06,500,7.36842,1.15239
NCT converse (ours),1e-06,500,8,1.24126
RCU+ achievable (ours),1e-06,500,-4,0.11657
RCU+ achievable (ours),1e-06,500,-3.36842,0.140888
RCU+ achievable (ours),1e-06,500,-2.73684,0.168659
RCU+ achievable (ours),1e-06,500,-2.10526,0.20013
RCU+ achievable (ours),1e-06,500,-1.47368,0.235515
RCU+ achievable (ours),1e-06,500,-0.842105,0.274989
RCU+ achievable (ours),1e-06,500,-0.210526,0.318676
RCU+ achievable (ours),1e-06,500,0.421053,0.36665
RCU+ achievable (ours),1e-06,500,1.05263,0.418926
RCU+ achievable (ours),1e-06,500,1.68421,0.475466
RCU+ achievable (ours),1e-06,500,2.31579,0.536176
RCU+ achievable (ours),1e-06,500,2.94737,0.600917
RCU+ achievable (ours),1e-06,500,3.57895,0.669508
RCU+ achievable (ours),1e-06,500,4.21053,0.741738
RCU+ achievable (ours),1e-06,500,4.84211,0.817372
RCU+ achievable (ours),1e-06,500,5.47368,0.896158
RCU+ achievable (ours),1e-06,500,6.10526,0.977843
RCU+ achievable (ours),1e-06,500,6.73684,1.06217
RCU+ achievable (ours),1e-06,500,7.36842,1.14889
RCU+ achievable (ours),1e-06,500,8,1.23776
Gallager achievable (avg err),1e-06,500,-4,0.0893237
Gallager achievable (avg err),1e-06,500,-3.36842,0.110935
Gallager achievable (avg err),1e-06,500,-2.73684,0.13604
Gallager achievable (avg err),1e-06,500,-2.10526,0.164897
Gallager achievable (avg err),1e-06,500,-1.47368,0.197785
Gallager achievable (avg err),1e-06,500,-0.842105,0.234847
