curve,epsilon,n,snr_db,rate_bits
Gallager achievable (avg err),1e-06,500,-0.210526,0.276278
Gallager achievable (avg err),1e-06,500,0.421053,0.322163
Gallager achievable (avg err),1e-06,500,1.05263,0.372538
Gallager achievable (avg err),1e-06,500,1.68421,0.427323
Gallager achievable (avg err),1e-06,500,2.31579,0.486516
Gallager achievable (avg err),1e-06,500,2.94737,0.549928
Gallager achievable (avg err),1e-06,500,3.57895,0.617343
Gallager achievable (avg err),1e-06,500,4.21053,0.688588
Gallager achievable (avg err),1e-06,500,4.84211,0.763349
Gallager achievable (avg err),1e-06,500,5.47368,0.841454
Gallager achievable (avg err),1e-06,500,6.10526,0.922606
Gallager achievable (avg err),1e-06,500,6.73684,1.00649
Gallager achievable (avg err),1e-06,500,7.36842,1.09287
Gallager achievable (avg err),1e-06,500,8,1.18144
$\kappa\beta$ achievable v2 (max err),1e-06,500,-4,0.0780453
$\kappa\beta$ achievable v2 (max err),1e-06,500,-3.36842,0.102196
$\kappa\beta$ achievable v2 (max err),1e-06,500,-2.73684,0.129805
$\kappa\beta$ achievable v2 (max err),1e-06,500,-2.10526,0.161106
$\kappa\beta$ achievable v2 (max err),1e-06,500,-1.47368,0.196308
$\kappa\beta$ achievable v2 (max err),1e-06,500,-0.842105,0.235572
$\kappa\beta$ achievable v2 (max err),1e-06,500,-0.210526,0.279024
$\kappa\beta$ achievable v2 (max err),1e-06,500,0.421053,0.326735
$\kappa\beta$ achievable v2 (max err),1e-06,500,1.05263,0.378718
$\kappa\beta$ achievable v2 (max err),1e-06,500,1.68421,0.434945
$\kappa\beta$ achievable v2 (max err),1e-06,500,2.31579,0.495329
$\kappa\beta$ achievable v2 (max err),1e-06,500,2.94737,0.559735
$\kappa\beta$ achievable v2 (max err),1e-06,500,3.57895,0.627991
$\kappa\beta$ achievable v2 (max err),1e-06,500,4.21053,0.699894
$\kappa\beta$ achievable v2 (max err),1e-06,500,4.84211,0.775214
$\kappa\beta$ achievable v2 (max err),1e-06,500,5.47368,0.853709
$\kappa\beta$ achievable v2 (max err),1e-06,500,6.10526,0.935127
$\kappa\beta$ achievable v2 (max err),1e-06,500,6.73684,1.01921
$\kappa\beta$ achievable v2 (max err),1e-06,500,7.36842,1.10572
$\kappa\beta$ achievable v2 (max err),1e-06,500,8,1.15078
Normal approximation,1e-06,500,-4,0.0991466
Normal approximation,1e-06,500,-3.36842,0.124112
Normal approximation,1e-06,500,-2.73684,0.152578
Normal approximation,1e-06,500,-2.10526,0.184769
Normal approximation,1e-06,500,-1.47368,0.220879
Normal approximation,1e-06,500,-0.842105,0.261062
Normal approximation,1e-06,500,-0.210526,0.305429
Normal approximation,1e-06,500,0.421053,0.354038
Normal approximation,1e-06,500,1.05263,0.406897
Normal approximation,1e-06,500,1.68421,0.463961
Normal approximation,1e-06,500,2.31579,0.525137
Normal approximation,1e-06,500,2.94737,0.590286
Normal approximation,1e-06,500,3.57895,0.659232
Normal approximation,1e-06,500,4.21053,0.73177
Normal approximation,1e-06,500,4.84211,0.807671
Normal approximation,1e-06,500,5.47368,0.886692
Normal approximation,1e-06,500,6.10526,0.968586
Normal approximation,1e-06,500,6.73684,1.0531
Normal approximation,1e-06,500,7.36842,1.14
Normal approximation,1e-06,500,8,1.22904
