curve,epsilon,n,snr_db,rate_bits
Shannon capacity,0.01,200,-4,0.241737
Shannon capacity,0.01,200,-3.36842,0.273194
Shannon capacity,0.01,200,-2.73684,0.307941
Shannon capacity,0.01,200,-2.10526,0.346146
Shannon capacity,0.01,200,-1.47368,0.387946
Shannon capacity,0.01,200,-0.842105,0.43345
Shannon capacity,0.01,200,-0.210526,0.482728
Shannon capacity,0.01,200,0.421053,0.535815
Shannon capacity,0.01,200,1.05263,0.592703
Shannon capacity,0.01,200,1.68421,0.653347
Shannon capacity,0.01,200,2.31579,0.717662
Shannon capacity,0.01,200,2.94737,0.78553
Shannon capacity,0.01,200,3.57895,0.856802
Shannon capacity,0.01,200,4.21053,0.931305
Shannon capacity,0.01,200,4.84211,1.00885
Shannon capacity,0.01,200,5.47368,1.08923
Shannon capacity,0.01,200,6.10526,1.17224
Shannon capacity,0.01,200,6.73684,1.25765
Shannon capacity,0.01,200,7.36842,1.34528
Shannon capacity,0.01,200,8,1.43489
NCT converse (ours),0.01,200,-4,0.157163
NCT converse (ours),0.01,200,-3.36842,0.18354
NCT converse (ours),0.01,200,-2.73684,0.213336
NCT converse (ours),0.01,200,-2.10526,0.246771
NCT converse (ours),0.01,200,-1.47368,0.284032
NCT converse (ours),0.01,200,-0.842105,0.32527
NCT converse (ours),0.01,200,-0.210526,0.370594
NCT converse (ours),0.01,200,0.421053,0.420059
NCT converse (ours),0.01,200,1.05263,0.473673
NCT converse (ours),0.01,200,1.68421,0.531392
NCT converse (ours),0.01,200,2.31579,0.593123
NCT converse (ours),0.01,200,2.94737,0.65873
NCT converse (ours),0.01,200,3.57895,0.728042
NCT converse (ours),0.01,200,4.21053,0.800855
NCT converse (ours),0.01,200,4.84211,0.876947
NCT converse (ours),0.01,200,5.47368,0.956081
NCT converse (ours),0.01,200,6.10526,1.03801
NCT converse (ours),0.01,200,6.73684,1.1225
NCT converse (ours),0.01,200,7.36842,1.20931
NCT converse (ours),0.01,200,8,1.29821
$\chi^2$ converse (Polyanskiy),0.01,200,-4,0.158555
$\chi^2$ converse (Polyanskiy),0.01,200,-3.36842,0.185021
$\chi^2$ converse (Polyanskiy),0.01,200,-2.73684,0.214892
$\chi^2$ converse (Polyanskiy),0.01,200,-2.10526,0.248384
$\chi^2$ converse (Polyanskiy),0.01,200,-1.47368,0.285685
$\chi^2$ converse (Polyanskiy),0.01,200,-0.842105,0.326945
$\chi^2$ converse (Polyanskiy),0.01,200,-0.210526,0.372273
$\chi^2$ converse (Polyanskiy),0.01,200,0.421053,0.421728
$\chi^2$ converse (Polyanskiy),0.01,200,1.05263,0.475321
$\chi^2$ converse (Polyanskiy),0.01,200,1.68421,0.533015
$\chi^2$ converse (Polyanskiy),0.01,200,2.31579,0.594723
$\chi^2$ converse (Polyanskiy),0.01,200,2.94737,0.660317
$\chi^2$ converse (Polyanskiy),0.01,200,3.57895,0.729629
$\chi^2$ converse (Polyanskiy),0.01,200,4.21053,0.802465
$\chi^2$ converse (Polyanskiy),0.01,200,4.84211,0.878605
