curve,epsilon,n,snr_db,rate_bits
RCU$^+$ achievable (ours),0.01,50,-3.36842,0.0884329
RCU$^+$ achievable (ours),0.01,50,-2.73684,0.114641
RCU$^+$ achievable (ours),0.01,50,-2.10526,0.144431
RCU$^+$ achievable (ours),0.01,50,-1.47368,0.178076
RCU$^+$ achievable (ours),0.01,50,-0.842105,0.215803
RCU$^+$ achievable (ours),0.01,50,-0.210526,0.257781
RCU$^+$ achievable (ours),0.01,50,0.421053,0.304118
RCU$^+$ achievable (ours),0.01,50,1.05263,0.354853
RCU$^+$ achievable (ours),0.01,50,1.68421,0.409956
RCU$^+$ achievable (ours),0.01,50,2.31579,0.469336
RCU$^+$ achievable (ours),0.01,50,2.94737,0.532844
RCU$^+$ achievable (ours),0.01,50,3.57895,0.600286
RCU$^+$ achievable (ours),0.01,50,4.21053,0.671428
RCU$^+$ achievable (ours),0.01,50,4.84211,0.746016
RCU$^+$ achievable (ours),0.01,50,5.47368,0.823777
RCU$^+$ achievable (ours),0.01,50,6.10526,0.904437
RCU$^+$ achievable (ours),0.01,50,6.73684,0.987722
RCU$^+$ achievable (ours),0.01,50,7.36842,1.07337
RCU$^+$ achievable (ours),0.01,50,8,1.16113
Gallager achievable,0.01,50,-4,0
Gallager achievable,0.01,50,-3.36842,0
Gallager achievable,0.01,50,-2.73684,0
Gallager achievable,0.01,50,-2.10526,0.00213383
Gallager achievable,0.01,50,-1.47368,0.029669
Gallager achievable,0.01,50,-0.842105,0.0605041
Gallager achievable,0.01,50,-0.210526,0.0950489
Gallager achievable,0.01,50,0.421053,0.133594
Gallager achievable,0.01,50,1.05263,0.176501
Gallager achievable,0.01,50,1.68421,0.22391
Gallager achievable,0.01,50,2.31579,0.275956
Gallager achievable,0.01,50,2.94737,0.332738
Gallager achievable,0.01,50,3.57895,0.394095
Gallager achievable,0.01,50,4.21053,0.459968
Gallager achievable,0.01,50,4.84211,0.530102
Gallager achievable,0.01,50,5.47368,0.604182
Gallager achievable,0.01,50,6.10526,0.68192
Gallager achievable,0.01,50,6.73684,0.763006
Gallager achievable,0.01,50,7.36842,0.847119
Gallager achievable,0.01,50,8,0.933854
$\kappa\beta$ achievable (PPV-faithful),0.01,50,-4,-0.0512143
$\kappa\beta$ achievable (PPV-faithful),0.01,50,-3.36842,-0.0310782
$\kappa\beta$ achievable (PPV-faithful),0.01,50,-2.73684,-0.00751527
$\kappa\beta$ achievable (PPV-faithful),0.01,50,-2.10526,0.0197497
$\kappa\beta$ achievable (PPV-faithful),0.01,50,-1.47368,0.0509574
$\kappa\beta$ achievable (PPV-faithful),0.01,50,-0.842105,0.0863236
$\kappa\beta$ achievable (PPV-faithful),0.01,50,-0.210526,0.126007
$\kappa\beta$ achievable (PPV-faithful),0.01,50,0.421053,0.17007
$\kappa\beta$ achievable (PPV-faithful),0.01,50,1.05263,0.218614
$\kappa\beta$ achievable (PPV-faithful),0.01,50,1.68421,0.27155
$\kappa\beta$ achievable (PPV-faithful),0.01,50,2.31579,0.328845
$\kappa\beta$ achievable (PPV-faithful),0.01,50,2.94737,0.390347
$\kappa\beta$ achievable (PPV-faithful),0.01,50,3.57895,0.455863
$\kappa\beta$ achievable (PPV-faithful),0.01,50,4.21053,0.525186
$\kappa\beta$ achievable (PPV-faithful),0.01,50,4.84211,0.5981
$\kappa\beta$ achievable (PPV-faithful),0.01,50,5.47368,0.674312
$\kappa\beta$ achievable (PPV-faithful),0.01,50,6.10526,0.753553
$\kappa\beta$ achievable (PPV-faithful),0.01,50,6.73684,0.835554
$\kappa\beta$ achievable (PPV-faithful),0.01,50,7.36842,0.920049
$\kappa\beta$ achievable (PPV-faithful),0.01,50,8,1.00678
Normal approximation,0.01,50,-4,0.0636219
Normal approximation,0.01,50,-3.36842,0.0850335
Normal approximation,0.01,50,-2.73684,0.110059
Normal approximation,0.01,50,-2.10526,0.138956
Normal approximation,0.01,50,-1.47368,0.17195
Normal approximation,0.01,50,-0.842105,0.20922
Normal approximation,0.01,50,-0.210526,0.250896
Normal approximation,0.01,50,0.421053,0.297053
Normal approximation,0.01,50,1.05263,0.347706
Normal approximation,0.01,50,1.68421,0.40281
Normal approximation,0.01,50,2.31579,0.462266
Normal approximation,0.01,50,2.94737,0.525927
Normal approximation,0.01,50,3.57895,0.5936
Normal approximation,0.01,50,4.21053,0.665061
Normal approximation,0.01,50,4.84211,0.740062
Normal approximation,0.01,50,5.47368,0.818339
Normal approximation,0.01,50,6.10526,0.899623
Normal approximation,0.01,50,6.73684,0.983646
Normal approximation,0.01,50,7.36842,1.07014
Normal approximation,0.01,50,8,1.15887
