curve,epsilon,n,snr_db,rate_bits
Gallager achievable,0.001,500,-0.210526,0.319707
Gallager achievable,0.001,500,0.421053,0.367326
Gallager achievable,0.001,500,1.05263,0.419277
Gallager achievable,0.001,500,1.68421,0.475455
Gallager achievable,0.001,500,2.31579,0.535837
Gallager achievable,0.001,500,2.94737,0.60027
Gallager achievable,0.001,500,3.57895,0.66854
Gallager achievable,0.001,500,4.21053,0.740542
Gallager achievable,0.001,500,4.84211,0.815934
Gallager achievable,0.001,500,5.47368,0.894506
Gallager achievable,0.001,500,6.10526,0.975981
Gallager achievable,0.001,500,6.73684,1.06015
Gallager achievable,0.001,500,7.36842,1.14682
Gallager achievable,0.001,500,8,1.23556
$\kappa\beta$ achievable (PPV-faithful),0.001,500,-4,0.136447
$\kappa\beta$ achievable (PPV-faithful),0.001,500,-3.36842,0.163346
$\kappa\beta$ achievable (PPV-faithful),0.001,500,-2.73684,0.193661
$\kappa\beta$ achievable (PPV-faithful),0.001,500,-2.10526,0.227584
$\kappa\beta$ achievable (PPV-faithful),0.001,500,-1.47368,0.265303
$\kappa\beta$ achievable (PPV-faithful),0.001,500,-0.842105,0.306961
$\kappa\beta$ achievable (PPV-faithful),0.001,500,-0.210526,0.352652
$\kappa\beta$ achievable (PPV-faithful),0.001,500,0.421053,0.402432
$\kappa\beta$ achievable (PPV-faithful),0.001,500,1.05263,0.456316
$\kappa\beta$ achievable (PPV-faithful),0.001,500,1.68421,0.514257
$\kappa\beta$ achievable (PPV-faithful),0.001,500,2.31579,0.576166
$\kappa\beta$ achievable (PPV-faithful),0.001,500,2.94737,0.641914
$\kappa\beta$ achievable (PPV-faithful),0.001,500,3.57895,0.711337
$\kappa\beta$ achievable (PPV-faithful),0.001,500,4.21053,0.784242
$\kappa\beta$ achievable (PPV-faithful),0.001,500,4.84211,0.860413
$\kappa\beta$ achievable (PPV-faithful),0.001,500,5.47368,0.939622
$\kappa\beta$ achievable (PPV-faithful),0.001,500,6.10526,1.02163
$\kappa\beta$ achievable (PPV-faithful),0.001,500,6.73684,1.1062
$\kappa\beta$ achievable (PPV-faithful),0.001,500,7.36842,1.16844
$\kappa\beta$ achievable (PPV-faithful),0.001,500,8,1.25744
Normal approximation,0.001,500,-4,0.152175
Normal approximation,0.001,500,-3.36842,0.179412
Normal approximation,0.001,500,-2.73684,0.210076
Normal approximation,0.001,500,-2.10526,0.244371
Normal approximation,0.001,500,-1.47368,0.282471
Normal approximation,0.001,500,-0.842105,0.324516
Normal approximation,0.001,500,-0.210526,0.370602
Normal approximation,0.001,500,0.421053,0.420777
Normal approximation,0.001,500,1.05263,0.475046
Normal approximation,0.001,500,1.68421,0.533363
Normal approximation,0.001,500,2.31579,0.595637
Normal approximation,0.001,500,2.94737,0.661737
Normal approximation,0.001,500,3.57895,0.731498
Normal approximation,0.001,500,4.21053,0.804723
Normal approximation,0.001,500,4.84211,0.881199
Normal approximation,0.001,500,5.47368,0.960696
Normal approximation,0.001,500,6.10526,1.04298
Normal approximation,0.001,500,6.73684,1.12781
Normal approximation,0.001,500,7.36842,1.21496
Normal approximation,0.001,500,8,1.3042
