curve,n,snr_db,epsilon,rate_bits
Shannon capacity,200,6,1e-08,1.15823
Shannon capacity,200,6,2.48163e-08,1.15823
Shannon capacity,200,6,6.15848e-08,1.15823
Shannon capacity,200,6,1.52831e-07,1.15823
Shannon capacity,200,6,3.79269e-07,1.15823
Shannon capacity,200,6,9.41205e-07,1.15823
Shannon capacity,200,6,2.33572e-06,1.15823
Shannon capacity,200,6,5.79639e-06,1.15823
Shannon capacity,200,6,1.43845e-05,1.15823
Shannon capacity,200,6,3.5697e-05,1.15823
Shannon capacity,200,6,8.85867e-05,1.15823
Shannon capacity,200,6,0.000219839,1.15823
Shannon capacity,200,6,0.000545559,1.15823
Shannon capacity,200,6,0.00135388,1.15823
Shannon capacity,200,6,0.00335982,1.15823
Shannon capacity,200,6,0.00833782,1.15823
Shannon capacity,200,6,0.0206914,1.15823
Shannon capacity,200,6,0.0513483,1.15823
Shannon capacity,200,6,0.127427,1.15823
Shannon capacity,200,6,0.316228,1.15823
NCT converse (ours),200,6,1e-08,0.822127
NCT converse (ours),200,6,2.48163e-08,0.831403
NCT converse (ours),200,6,6.15848e-08,0.840996
NCT converse (ours),200,6,1.52831e-07,0.850934
NCT converse (ours),200,6,3.79269e-07,0.861249
NCT converse (ours),200,6,9.41205e-07,0.87198
NCT converse (ours),200,6,2.33572e-06,0.883172
NCT converse (ours),200,6,5.79639e-06,0.894878
NCT converse (ours),200,6,1.43845e-05,0.907164
NCT converse (ours),200,6,3.5697e-05,0.920107
NCT converse (ours),200,6,8.85867e-05,0.933807
NCT converse (ours),200,6,0.000219839,0.948387
NCT converse (ours),200,6,0.000545559,0.964011
NCT converse (ours),200,6,0.00135388,0.980894
NCT converse (ours),200,6,0.00335982,0.99934
NCT converse (ours),200,6,0.00833782,1.01979
NCT converse (ours),200,6,0.0206914,1.04293
NCT converse (ours),200,6,0.0513483,1.06994
NCT converse (ours),200,6,0.127427,1.10313
NCT converse (ours),200,6,0.316228,1.14849
$\chi^2$ converse (Polyanskiy),200,6,1e-08,0.826665
$\chi^2$ converse (Polyanskiy),200,6,2.48163e-08,0.835738
$\chi^2$ converse (Polyanskiy),200,6,6.15848e-08,0.84513
$\chi^2$ converse (Polyanskiy),200,6,1.52831e-07,0.854868
$\chi^2$ converse (Polyanskiy),200,6,3.79269e-07,0.864988
$\chi^2$ converse (Polyanskiy),200,6,9.41205e-07,0.875525
$\chi^2$ converse (Polyanskiy),200,6,2.33572e-06,0.886527
$\chi^2$ converse (Polyanskiy),200,6,5.79639e-06,0.898047
$\chi^2$ converse (Polyanskiy),200,6,1.43845e-05,0.910149
$\chi^2$ converse (Polyanskiy),200,6,3.5697e-05,0.922913
$\chi^2$ converse (Polyanskiy),200,6,8.85867e-05,0.936438
$\chi^2$ converse (Polyanskiy),200,6,0.000219839,0.950849
$\chi^2$ converse (Polyanskiy),200,6,0.000545559,0.966309
$\chi^2$ converse (Polyanskiy),200,6,0.00135388,0.983036
$\chi^2$ converse (Polyanskiy),200,6,0.00335982,1.00133
$\chi^2$ converse (Polyanskiy),200,6,0.00833782,1.02164
$\chi^2$ converse (Polyanskiy),200,6,0.0206914,1.04466
$\chi^2$ converse (Polyanskiy),200,6,0.0513483,1.07156
$\chi^2$ converse (Polyanskiy),200,6,0.127427,1.10467
$\chi^2$ converse (Polyanskiy),200,6,0.316228,1.15001
RCU$^+$ achievable (ours),200,6,1e-08,0.810423
RCU$^+$ achievable (ours),200,6,2.48163e-08,0.819979
RCU$^+$ achievable (ours),200,6,6.15848e-08,0.82984
RCU$^+$ achievable (ours),200,6,1.52831e-07,0.840035
RCU$^+$ achievable (ours),200,6,3.79269e-07,0.850599
RCU$^+$ achievable (ours),200,6,9.41205e-07,0.86157
RCU$^+$ achievable (ours),200,6,2.33572e-06,0.872994
RCU$^+$ achievable (ours),200,6,5.79639e-06,0.884925
RCU$^+$ achievable (ours),200,6,1.43845e-05,0.897429
RCU$^+$ achievable (ours),200,6,3.5697e-05,0.910586
RCU$^+$ achievable (ours),200,6,8.85867e-05,0.924495
RCU$^+$ achievable (ours),200,6,0.000219839,0.93928
RCU$^+$ achievable (ours),200,6,0.000545559,0.955106
RCU$^+$ achievable (ours),200,6,0.00135388,0.972191
RCU$^+$ achievable (ours),200,6,0.00335982,0.990838
RCU$^+$ achievable (ours),200,6,0.00833782,1.01149
RCU$^+$ achievable (ours),200,6,0.0206914,1.03484
RCU$^+$ achievable (ours),200,6,0.0513483,1.06206
RCU$^+$ achievable (ours),200,6,0.127427,1.0955
RCU$^+$ achievable (ours),200,6,0.316228,1.14113
Gallager achievable,200,6,1e-08,0.73789
Gallager achievable,200,6,2.48163e-08,0.745666
