curve,n,snr_db,epsilon,rate_bits
Gallager achievable,50,6,1e-08,0.270117
Gallager achievable,50,6,2.48163e-08,0.296344
Gallager achievable,50,6,6.15848e-08,0.32257
Gallager achievable,50,6,1.52831e-07,0.348797
Gallager achievable,50,6,3.79269e-07,0.375024
Gallager achievable,50,6,9.41205e-07,0.401251
Gallager achievable,50,6,2.33572e-06,0.427478
Gallager achievable,50,6,5.79639e-06,0.453705
Gallager achievable,50,6,1.43845e-05,0.479932
Gallager achievable,50,6,3.5697e-05,0.506159
Gallager achievable,50,6,8.85867e-05,0.532386
Gallager achievable,50,6,0.000219839,0.558613
Gallager achievable,50,6,0.000545559,0.58484
Gallager achievable,50,6,0.00135388,0.611067
Gallager achievable,50,6,0.00335982,0.637294
Gallager achievable,50,6,0.00833782,0.663521
Gallager achievable,50,6,0.0206914,0.689748
Gallager achievable,50,6,0.0513483,0.718025
Gallager achievable,50,6,0.127427,0.749625
Gallager achievable,50,6,0.316228,0.785537
$\kappa\beta$ achievable (PPV-faithful),50,6,1e-08,0.0187221
$\kappa\beta$ achievable (PPV-faithful),50,6,2.48163e-08,0.0587665
$\kappa\beta$ achievable (PPV-faithful),50,6,6.15848e-08,0.0994095
$\kappa\beta$ achievable (PPV-faithful),50,6,1.52831e-07,0.140673
$\kappa\beta$ achievable (PPV-faithful),50,6,3.79269e-07,0.182659
$\kappa\beta$ achievable (PPV-faithful),50,6,9.41205e-07,0.225401
$\kappa\beta$ achievable (PPV-faithful),50,6,2.33572e-06,0.269005
$\kappa\beta$ achievable (PPV-faithful),50,6,5.79639e-06,0.313556
$\kappa\beta$ achievable (PPV-faithful),50,6,1.43845e-05,0.359186
$\kappa\beta$ achievable (PPV-faithful),50,6,3.5697e-05,0.406013
$\kappa\beta$ achievable (PPV-faithful),50,6,8.85867e-05,0.454263
$\kappa\beta$ achievable (PPV-faithful),50,6,0.000219839,0.504121
$\kappa\beta$ achievable (PPV-faithful),50,6,0.000545559,0.555888
$\kappa\beta$ achievable (PPV-faithful),50,6,0.00135388,0.609966
$\kappa\beta$ achievable (PPV-faithful),50,6,0.00335982,0.666902
$\kappa\beta$ achievable (PPV-faithful),50,6,0.00833782,0.72749
$\kappa\beta$ achievable (PPV-faithful),50,6,0.0206914,0.792939
$\kappa\beta$ achievable (PPV-faithful),50,6,0.0513483,0.865297
$\kappa\beta$ achievable (PPV-faithful),50,6,0.127427,0.948629
$\kappa\beta$ achievable (PPV-faithful),50,6,0.316228,1.05304
Normal approximation,50,6,1e-08,0.42151
Normal approximation,50,6,2.48163e-08,0.444035
Normal approximation,50,6,6.15848e-08,0.467199
Normal approximation,50,6,1.52831e-07,0.491057
Normal approximation,50,6,3.79269e-07,0.515674
Normal approximation,50,6,9.41205e-07,0.541126
Normal approximation,50,6,2.33572e-06,0.567503
Normal approximation,50,6,5.79639e-06,0.594909
Normal approximation,50,6,1.43845e-05,0.623474
Normal approximation,50,6,3.5697e-05,0.653353
Normal approximation,50,6,8.85867e-05,0.684739
Normal approximation,50,6,0.000219839,0.717877
Normal approximation,50,6,0.000545559,0.753088
Normal approximation,50,6,0.00135388,0.790797
Normal approximation,50,6,0.00335982,0.831596
Normal approximation,50,6,0.00833782,0.876348
Normal approximation,50,6,0.0206914,0.926395
Normal approximation,50,6,0.0513483,0.984024
Normal approximation,50,6,0.127427,1.05374
Normal approximation,50,6,0.316228,1.14707
