curve,n,snr_db,epsilon,rate_bits
Shannon capacity,50,0,1e-08,0.5
Shannon capacity,50,0,2.48163e-08,0.5
Shannon capacity,50,0,6.15848e-08,0.5
Shannon capacity,50,0,1.52831e-07,0.5
Shannon capacity,50,0,3.79269e-07,0.5
Shannon capacity,50,0,9.41205e-07,0.5
Shannon capacity,50,0,2.33572e-06,0.5
Shannon capacity,50,0,5.79639e-06,0.5
Shannon capacity,50,0,1.43845e-05,0.5
Shannon capacity,50,0,3.5697e-05,0.5
Shannon capacity,50,0,8.85867e-05,0.5
Shannon capacity,50,0,0.000219839,0.5
Shannon capacity,50,0,0.000545559,0.5
Shannon capacity,50,0,0.00135388,0.5
Shannon capacity,50,0,0.00335982,0.5
Shannon capacity,50,0,0.00833782,0.5
Shannon capacity,50,0,0.0206914,0.5
Shannon capacity,50,0,0.0513483,0.5
Shannon capacity,50,0,0.127427,0.5
Shannon capacity,50,0,0.316228,0.5
NCT converse (ours),50,0,1e-08,0.0719393
NCT converse (ours),50,0,2.48163e-08,0.0798332
NCT converse (ours),50,0,6.15848e-08,0.0883932
NCT converse (ours),50,0,1.52831e-07,0.0976728
NCT converse (ours),50,0,3.79269e-07,0.107733
NCT converse (ours),50,0,9.41205e-07,0.118645
NCT converse (ours),50,0,2.33572e-06,0.130493
NCT converse (ours),50,0,5.79639e-06,0.143375
NCT converse (ours),50,0,1.43845e-05,0.157411
NCT converse (ours),50,0,3.5697e-05,0.172746
NCT converse (ours),50,0,8.85867e-05,0.189563
NCT converse (ours),50,0,0.000219839,0.208092
NCT converse (ours),50,0,0.000545559,0.228635
NCT converse (ours),50,0,0.00135388,0.251596
NCT converse (ours),50,0,0.00335982,0.277541
NCT converse (ours),50,0,0.00833782,0.307295
NCT converse (ours),50,0,0.0206914,0.342153
NCT converse (ours),50,0,0.0513483,0.384337
NCT converse (ours),50,0,0.127427,0.438267
NCT converse (ours),50,0,0.316228,0.515404
$\chi^2$ converse (Polyanskiy),50,0,1e-08,0.0945091
$\chi^2$ converse (Polyanskiy),50,0,2.48163e-08,0.101942
$\chi^2$ converse (Polyanskiy),50,0,6.15848e-08,0.109941
$\chi^2$ converse (Polyanskiy),50,0,1.52831e-07,0.118562
$\chi^2$ converse (Polyanskiy),50,0,3.79269e-07,0.127865
$\chi^2$ converse (Polyanskiy),50,0,9.41205e-07,0.137924
$\chi^2$ converse (Polyanskiy),50,0,2.33572e-06,0.148824
$\chi^2$ converse (Polyanskiy),50,0,5.79639e-06,0.160667
