curve,epsilon,snr_db,n,rate_bits
Shannon capacity,0.001,0,30,0.5
Shannon capacity,0.001,0,112,0.5
Shannon capacity,0.001,0,194,0.5
Shannon capacity,0.001,0,276,0.5
Shannon capacity,0.001,0,358,0.5
Shannon capacity,0.001,0,440,0.5
Shannon capacity,0.001,0,522,0.5
Shannon capacity,0.001,0,605,0.5
Shannon capacity,0.001,0,687,0.5
Shannon capacity,0.001,0,769,0.5
Shannon capacity,0.001,0,851,0.5
Shannon capacity,0.001,0,933,0.5
Shannon capacity,0.001,0,1015,0.5
Shannon capacity,0.001,0,1097,0.5
Shannon capacity,0.001,0,1179,0.5
Shannon capacity,0.001,0,1261,0.5
Shannon capacity,0.001,0,1343,0.5
Shannon capacity,0.001,0,1425,0.5
Shannon capacity,0.001,0,1508,0.5
Shannon capacity,0.001,0,1590,0.5
Shannon capacity,0.001,0,1672,0.5
Shannon capacity,0.001,0,1754,0.5
Shannon capacity,0.001,0,1836,0.5
Shannon capacity,0.001,0,1918,0.5
Shannon capacity,0.001,0,2000,0.5
NCT converse (ours),0.001,0,30,0.200543
NCT converse (ours),0.001,0,112,0.306626
NCT converse (ours),0.001,0,194,0.343726
NCT converse (ours),0.001,0,276,0.36466
NCT converse (ours),0.001,0,358,0.378653
NCT converse (ours),0.001,0,440,0.388892
NCT converse (ours),0.001,0,522,0.39682
NCT converse (ours),0.001,0,605,0.403273
NCT converse (ours),0.001,0,687,0.40855
NCT converse (ours),0.001,0,769,0.413019
NCT converse (ours),0.001,0,851,0.41687
NCT converse (ours),0.001,0,933,0.420234
NCT converse (ours),0.001,0,1015,0.423208
NCT converse (ours),0.001,0,1097,0.425862
NCT converse (ours),0.001,0,1179,0.428251
NCT converse (ours),0.001,0,1261,0.430416
NCT converse (ours),0.001,0,1343,0.43239
NCT converse (ours),0.001,0,1425,0.434201
NCT converse (ours),0.001,0,1508,0.435889
NCT converse (ours),0.001,0,1590,0.437432
NCT converse (ours),0.001,0,1672,0.438865
NCT converse (ours),0.001,0,1754,0.440202
NCT converse (ours),0.001,0,1836,0.441452
NCT converse (ours),0.001,0,1918,0.442626
NCT converse (ours),0.001,0,2000,0.443729
$\chi^2$ converse (Polyanskiy),0.001,0,30,0.215866
$\chi^2$ converse (Polyanskiy),0.001,0,112,0.311425
$\chi^2$ converse (Polyanskiy),0.001,0,194,0.346607
$\chi^2$ converse (Polyanskiy),0.001,0,276,0.366725
$\chi^2$ converse (Polyanskiy),0.001,0,358,0.380265
$\chi^2$ converse (Polyanskiy),0.001,0,440,0.390215
$\chi^2$ converse (Polyanskiy),0.001,0,522,0.397942
$\chi^2$ converse (Polyanskiy),0.001,0,605,0.404246
$\chi^2$ converse (Polyanskiy),0.001,0,687,0.40941
$\chi^2$ converse (Polyanskiy),0.001,0,769,0.41379
$\chi^2$ converse (Polyanskiy),0.001,0,851,0.417569
