curve,epsilon,snr_db,n,rate_bits
Normal approximation,0.01,6,30,0.815546
Normal approximation,0.01,6,112,0.968937
Normal approximation,0.01,6,194,1.0109
Normal approximation,0.01,6,276,1.03298
Normal approximation,0.01,6,358,1.0472
Normal approximation,0.01,6,440,1.05737
Normal approximation,0.01,6,522,1.06512
Normal approximation,0.01,6,605,1.07135
Normal approximation,0.01,6,687,1.07639
Normal approximation,0.01,6,769,1.08062
Normal approximation,0.01,6,851,1.08425
Normal approximation,0.01,6,933,1.0874
Normal approximation,0.01,6,1015,1.09017
Normal approximation,0.01,6,1097,1.09264
Normal approximation,0.01,6,1179,1.09485
Normal approximation,0.01,6,1261,1.09684
Normal approximation,0.01,6,1343,1.09866
Normal approximation,0.01,6,1425,1.10032
Normal approximation,0.01,6,1508,1.10186
Normal approximation,0.01,6,1590,1.10327
Normal approximation,0.01,6,1672,1.10457
Normal approximation,0.01,6,1754,1.10579
Normal approximation,0.01,6,1836,1.10692
Normal approximation,0.01,6,1918,1.10799
Normal approximation,0.01,6,2000,1.10898
